//Index   Message
96        "No tienes permiso para usar /gmmove"
97        "Objetivo inválido para /gmmove"
98        "No tienes permiso para usar /gmpost"
99        "No tienes permiso para usar /track"
100       "Objetivo inválido para /track"
101       "No tienes permiso para usar /trace"
102       "Objetivo inválido para /trace"
103       "No tienes permiso para usar /disconnect"
104       "Objetivo inválido para /disconnect"
105       "No tienes permiso para usar /fireworks"
106       "No tienes permiso para usar /make"
107       "Objeto creado con éxito"
108       "No tienes permiso para usar /skin"
109       "Objetivo inválido para /skin"
110       "No tienes permiso para usar /setmoney"
111       "Objetivo inválido para /setmoney"
112       "Ingresaste un valor inválido para /setmoney"
113       "No tienes permiso para usar /notice"
114       "Auto agregar puntos: Activado (%d)"
115       "Auto agregar puntos: Desactivado"
116       "El modo de reset automático ha sido activado"
117       "El modo de reset automático ha sido desactivado"
118       "No cumples los requisitos para hacer Relife"
119       "No puedes hacer Relife en este momento"
120       "Todavía necesitas %d nivel(es) más para Relife"
121       "Todavía necesitas %d reset(s) más para Relife"
122       "Necesitas %d zen para usar Relife"
123       "No puedes hacer Relife más allá del nivel %d "
124       "No puedes hacer Relife porque te falta un objeto requerido"
125       "Relife exitoso, has hecho Relife %d vez(veces)."
126       "Solicitudes según recibido: Conectado"
127       "Solicitudes recibidas: Apagado"
128       "Solicitudes según recibido: Automático"
129       "Solo puedes resetear %d vez(veces) al día"
130       "Solo puedes resetear %d vez(veces) a la semana"
131       "Solo puedes resetear %d vez(veces) al mes"
132       "Solo puedes hacer Relife %d vez(veces) al día"
133       "Solo puedes hacer Relife %d vez(veces) a la semana"
134       "Solo puedes hacer Relife %d vez(veces) al mes"
135       "No tienes permiso para usar /hide"
144       "El evento Plaza del Diablo cerrará en %d minuto(s)"
145       "El evento Plaza del Diablo ha cerrado"
146       "El evento Plaza del Diablo %d comienza en %d minuto(s)"
147       "El evento Plaza del Diablo ha comenzado"
148       "El evento Plaza del Diablo ha terminado"
149       "No eres lo suficientemente fuerte para unirte a la Plaza del Diablo"
160			"Duelo el personaje no está en línea"
161			"Duelo no puedes retar en este momento"
162			"Duelo el personaje rechazó automáticamente tu reto"
163			"Duelo se envió el reto al oponente"
164			"Duelo el personaje ha solicitado un duelo"
165			"Duelo no puedes retar mientras estás en Guerra de Gremios"
166			"Duelo este personaje no puede duelarse durante una Guerra de Gremios"
167			"Duelo no puedes retar en este mapa"
168			"Duelo no puedes duelarte durante la Guerra de Castillo"
169			"Duelo no existe ningún personaje con ese nombre"
170			"Duelo actualmente estás en combate"
171			"Duelo este personaje está actualmente en combate"
172			"Duelo el personaje rechazó tu solicitud"
173			"Duelo todas las arenas están llenas"
174			"¡Duelo %s vs %s ha comenzado!"
175			"¡Duelo %s derrotó a %s en la arena!"
176       "El Salón del Dragón Blanco cerrará en %d minuto(s)"
177       "El Salón del Dragón Blanco ha cerrado"
178       "El Salón del Dragón Blanco %d comienza en %d segundo(s)"
179       "El Salón del Dragón Blanco ha comenzado"
180       "El Salón del Dragón Blanco ha terminado"
181       "No eres lo suficientemente fuerte para unirte al Salón del Dragón Blanco"
182       "No tienes boleto para unirte al Salón del Dragón Blanco"
183       "%s dejó caer la Perla de Dragón"
184       "%s recogió la Perla de Dragón"
185       "El Boss Cultists ha resucitado"
186       "El Boss Cultists ha terminado"
187       "El Boss Drowned ha resucitado"
188       "El Boss Drowned ha terminado"
189       "Brigid ha aparecido en Atlans"
190       "El evento de Brigid ha terminado"
191       "El evento Dragón Rojo ha comenzado"
192       "El evento Dragón Rojo ha terminado"
193       "%s derrotó al Dragón Rojo"
194       "El evento Dragonlord Plasidusax ha terminado"
195       "El Boss Fallen ha aparecido"
196       "El evento Fallen ha terminado"
197       "¡El evento Cofre del Tesoro Real ha comenzado!"
198       "El evento Boss Agares ha terminado"
199       "El evento Legión de Clase ha terminado"
200       "La Legión de Clase está arrasando Lorencia"
201       "Kundun ha resucitado en Kalima 7"
202       "El evento Kundun Kalima 7 ha terminado"
203       "El Boss Ghoul ha aparecido"
204       "¡El evento Boss Ghoul ha terminado!"
205       "¡El evento de Brigid ha comenzado!"
206       "¡El evento de Brigid ha terminado!"
153       "No tienes el nivel suficiente para resetear"
207       "%s derrotó al Boss Agares y recibió muchos objetos raros"
208       "¡El mercader Moss ha aparecido!"
209       "¡El evento [Dios de la Fortuna] ha comenzado!"
210       "¡El evento [Dios de la Fortuna] se ha retirado!"
154       "¡El evento [Verano] ha comenzado!"
155       "¡El evento [Verano] se ha retirado!"
156       "¡El evento [Boss Dorado] ha comenzado!"
157       "¡El evento [Boss Dorado] se ha retirado!"
158       "¡El evento [Conejo de Jade] ha comenzado!"
159       "¡El evento [Conejo de Jade] se ha retirado!"
211       "¡El evento de Huevos ha comenzado!"

212		"%s derrotó a Wild Life"
213		"%s abrió un casino en Lorencia :))"

214		"%s derrotó a Akadus"
215		"%s mató al Kundun Dorado"
216		"%s derrotó a Fallen"
217		"%s derrotó al Boss Agares"
218		"%s mató a golpes a Kundun"
219		"%s noqueó al Boss Ghoul"
220		"%s derrotó a Brilliant Lugh"
221		"%s derrotó a Wukong"
222		"%s mató a Brigid"
223		"%s derrotó a Dragonlord Plasidusax"




224       "Necesitas nivel %d para moverte"
225       "Necesitas %d zen para moverte"
226       "No puedes moverte en este momento"
227       "Los Assassin no pueden moverse"
228       "No tienes el equipo correcto para moverte"
229       "Solo los miembros de Gens pueden moverse"
230       "Necesitas nivel máximo %d para moverte"
231       "necesitas %d reset(s) para moverte"
232       "necesitas máximo %d reset(s) para moverte"
240       "Senior no está activo"
241       "Senior no está activo durante la Guerra de Castillo"
242       "Debes estar en el Gremio dueño del Castillo para usar Senior"
243       "Debes ser el Líder de Gremio para usar Senior"
244       "Guardsman no funciona durante la Guerra de Castillo"
245       "Te has unido al gremio"
246       "No cumples los requisitos para crear un GREMIO"

247       "La tienda está vacía"
248       "Cuenta: Normal"
249       "Cuenta: VIP 3 Días - Expira:(%s)"
250       "Cuenta: VIP 6 Días - Expira:(%s)"
251       "Cuenta: VIP 12 Días - Expira:(%s)"
252		  "Cuenta: Clon - Expira:(%s)"
256       ""
257       "Necesitas nivel 40 para lanzar este objeto"
258       "Necesitas nivel 80 para lanzar este objeto"
259       "No puedes moverte a otro mapa en este momento"
260       "Este objeto no te pertenece"
261       "No puedes salir del juego mientras comercias"
262       "No puedes salir del juego mientras abres el almacén"
263       "No puedes salir del juego mientras usas la Máquina del Caos"
264       "No puedes salir del juego mientras entrenas una MASCOTA"
265       "No puedes salir del juego mientras estás en combate"
266       "Has alcanzado el nivel máximo"
267       "Has alcanzado el nivel Master máximo"
268       "Solo puedes agregar %d punto(s)"
269       "No puedes chatear durante %d segundo(s)."
270       "No puedes hablar contigo mismo"
271       "Hola, soy el guardia alegre"
272       "No es posible el teletransporte instantáneo"
273       "Serás teletransportado en %d segundo(s)"
274       "No puedes moverte a este mapa montando una mascota"
275       "Necesitas alas equipadas para moverte a este mapa"
276       "Regalo de CashShop"

277  	  "%s derrotó al Boss Cría de Dragón Dorado"
278  	  "%s derrotó al Boss Robot Dorado"
279  	  "%s derrotó al Boss Guerrero Dorado"
280  	  "%s derrotó al Boss Diablillo Dorado"
281  	  "%s derrotó al Boss Rey de Hierro Dorado"
282  	  "%s derrotó al Boss Rey Pez Dorado"
283  	  "%s derrotó al Boss Espíritu Pez Dorado"
284  	  "%s derrotó al Boss Robo Dorado"
285  	  "%s derrotó al Boss Rey Arquero Dorado"
286  	  "%s derrotó al Boss Caballero de Armadura Dorada"
287  	  "%s derrotó al Boss Demonio de Armadura Dorada"
288  	  "%s derrotó al Boss Diablo de Piedra de Armadura Dorada"
289  	  "%s derrotó al Boss Soldado de Armadura Dorada"
290  	  "%s derrotó al Boss Armadura de Madera Dorada"
291  	  "%s derrotó al Boss Diablo Rojo Dorado"
292  	  "%s derrotó al Boss Guerrero Dorado"
293  	  "%s derrotó al Boss Llama Dorada"
294  	  "%s derrotó al Boss Dragón Dorado"
295  	  "%s derrotó al Boss Brilliant Lugh"

296  	  "%s derrotó al Boss Clase DK"
297  	  "%s derrotó al Boss Clase DW"
298  	  "%s derrotó al Boss Clase ELF"
299  	  "%s derrotó al Boss Clase MG"
300	 	  "%s derrotó al Boss Clase DL"
301	 	  "%s derrotó al Boss Clase SUM"
302	 	  "%s derrotó al Boss Clase RF"

304       "¡Ice Walker ha aparecido!"
305       "no eres lo suficientemente fuerte para unirte a Double Goer"
306       "¡Ice Walker ha sido destruido!"
320       "¡Jupiter ha aparecido! La Puerta del Criadero cerrará en %d minuto(s)"
321       "La puerta del Criadero ha cerrado"
322       "%s derrotó al Boss Enok la Reina Araña"
323       "La Puerta del Criadero reabrirá en %d minuto(s)"
324       ""
325       "La puerta del Criadero ha cerrado"
336       "La Torre de Refinamiento cerrará en 60 minuto(s)"
337       "La Torre de Refinamiento cerrará en 20 minuto(s)"
338       "La puerta de Kanturu se ha abierto"
339       "La batalla contra Maya está por comenzar, prepárate"
340       "La batalla continuará en 1 minuto"
341       "¡Nightmare ha aparecido! Derrótalo para abrir la puerta de la Torre de Refinamiento"
342       "¡Nightmare ha sido derrotado! La puerta de la Torre de Refinamiento se ha abierto"
343       "Se acabó el tiempo, serás teletransportado fuera del Evento"
352       "Castle Deep comenzará en 5 minutos"
353       "Castle Deep ha comenzado"
354       "Castle Deep ha terminado"
355       "Brilliant Lugh fue derrotado por %s"
356       "%s fue derrotado por %s"
368       "Balgass se ha unido a la flota de Kundun y se prepara para atacar la fortaleza de Crywolf"
369       "Los guerreros de Balgass están listos para atacar la fortaleza de Crywolf"
370       "Una armada de Balgass marcha hacia una fortaleza de Crywolf"
371       "La flota de Balgass se acerca a la fortaleza de Crywolf"
372       "Ningún Elf está conectado a los altares, dejando la estatua del lobo sin protección"
373       "Balgass permanecerá con vida hasta que termine la batalla"
374       "¡Defensa fallida! La estatua sagrada del lobo ha sido capturada por Balgass"
375       "¡Defensa exitosa! La estatua sagrada del lobo ha sido protegida"
376       "El tiempo de conexión del Altar del Lobo comenzará en %d segundo(s)"
377       "El tiempo de conexión del Altar del Lobo comenzará en %d minuto(s)"
378       "La Armada de Balgass atacará en %d segundo(s)"
379       "La Armada de Balgass atacará en %d minuto(s)"
380       "Sin la protección de un Elf, la estatua sagrada del lobo quedó desprotegida"
381       "¡Balgass se acerca! Protege la estatua sagrada del lobo"
382       "La Armada de Balgass comenzó a atacar la Estatua Sagrada del Lobo"
383       "La flota de Balgass ha sido derrotada con la ayuda de los héroes"
384       "Rango MvP: %d"
385       "Experiencia MvP: %d"
386       "¡Balgass fue asesinado por %s!"
387       "¡Balgass ha sido asesinado!"
388       "¡Dark Elf %d fue asesinado por %s!"
389       "Puntos MvP: %d"
390       "Conectado al Altar %d"
391 "%s se conectó al altar %d"
392 "El altar %d ha sido conectado"
393 "El tiempo de conexión para el caminante %d no ha comenzado"
394 "El altar %d ha sido conectado más de 2 veces"
395 "Posición incorrecta para conectarse al altar %d"
396 "%s está intentando conectarse al altar %d"
397 "Serás conectado al altar en 5 segundos"
398 "No te muevas hasta que se complete la conexión"
399 "La conexión al altar %d ha sido cancelada"
400 "La barrera de la estatua sagrada del lobo ha desaparecido"
401 "Cantidad de conexiones: %d, Vida útil de la estatua: %d"
402 "La barrera de la estatua sagrada del lobo ha sido creada"
403 "Conectarse requiere un Elf de nivel 260 o superior"
416 "La Guerra de Castillo ha terminado"
417 "Ha comenzado el período de registro de la Guerra de Castillo"
418 "Ha comenzado el período de registro del Emblema de Guerra de Castillo"
419 "Ha comenzado el período de selección de Gremio para la Guerra de Castillo"
420 "Se ha completado la selección de Gremio de la Guerra de Castillo"
421 "Ha comenzado el tiempo de preparación para la Guerra de Castillo"
422 "La Guerra de Castillo comenzará en %d minuto(s)"
423 "La Guerra de Castillo ha comenzado, traigan la victoria a casa"
424 "El Gremio %s defendió el Castillo con éxito"
425 "El Gremio %s se convirtió en el dueño del Castillo"
426 "El dueño del Castillo aún no ha sido determinado"
427 "Solo Guardián de la Estatua"
432 "El miembro %s ha sido ascendido a Sub Líder"
433 "El miembro %s ha sido ascendido a Líder de Batalla"
434 "%s dejó su puesto actual para ser un miembro regular del Gremio"
435 "El tipo del Gremio %s cambió a %d"
436 "El Gremio se unió a la alianza con %s"
437 "El Gremio ahora es enemigo del Gremio %s"
438 "El Gremio %s se unió a la alianza con %s"
439 "El Gremio se retiró del gremio"
440 "El Gremio %s se retiró de la alianza con %s"
441 "El Gremio ya no está aliado con %s"
442 "El Gremio ya no es enemigo del Gremio %s"
443 "La alianza con %s ha sido rota"
448 "No puedes invocar una Piedra de Vida fuera de la Guerra de Castillo"
449 "Solo la alianza atacante puede invocar una Piedra de Vida"
450 "Se ha invocado una Piedra de Vida"
451 "No puedes invocar una Piedra de Vida dentro de la Torre del Dragón"
452 "La Piedra de Vida fue invocada con éxito"
453 "La Piedra de Vida no fue invocada"
464 "No puedes invocar soldados fuera de la Guerra de Castillo"
465 "Solo la alianza defensora puede invocar soldados"
466 "Solo el Líder de Gremio y sus asistentes pueden invocar soldados"
467 "Se superó el número máximo de soldados"
468 "Soldados invocados con éxito"
469 "Los soldados no fueron invocados"
480 "El servidor ha cerrado"
481 "El servidor se cerrará automáticamente en %d segundo(s)"
482 "Esta es una entrada duplicada, por favor contacta a un administrador"
483 "Tu bloqueo de chat ha terminado"
484 "Serás desconectado del juego en %d segundo(s)"
485 "La autodefensa contra %s ha comenzado"
486 "La autodefensa contra %s ha terminado"
487 "El servidor se apagará automáticamente en 1 minuto"
488 "El servidor se apagará automáticamente en 3 minutos"
489 "El servidor se apagará automáticamente en 5 minutos"
490 "La partida comenzará automáticamente en 10 segundos"
491 "%s ganó %d gema(s) preciosa(s)"
492 "%s mató a Fenix"
493 "Ganaste %d puntos de Evento y %d Oro"
494 "%s mató a un dorado"
495 "Ganaste %d puntos de Evento y %d Oro"
496 "%s mató al Boss Brilliant Lugh"
497 "Ganaste %d puntos de Evento y %d Oro"
498       ""
499 "Retira los Errtels antes de colocar"
500 "El evento Rey MU ha comenzado"
501 "El evento Rey MU ha terminado"
502 "Rey MU comienza en %d minuto(s)"
503 "¡El Gremio %s del Rey MU ha capturado el castillo!"
504 "Rey MU comienza en %d segundo(s)"
505 " "
506 "¡No eres miembro de ningún gremio!"
507 "¡Tu gremio ya posee un castillo!"
508 "¡No estás en las coordenadas correctas!"
509 "¡Tu gremio debe tener al menos %d miembro(s)!"
510 "¡Por favor, personaje! ¡Tu gremio actualmente posee un castillo!"
511 "¡Rey MU termina en %d minuto(s)!"
512 "Tu Inventario está Lleno"
513 "Todos los objetos del almacén personal han sido eliminados."
514 "Que tengan un buen día."
515 "%s mató a %s"
516 "%s mató a %s"
517 " "
518 "No tienes permiso para usar /setvip"
519 "¡Vip agregado con éxito!"
520 "¡Esta cuenta no existe!"
521 "%s Ya no necesitas mi ayuda"
522 "%s Tu paquete vip no permite usar este buff"
523 "%s Zen requerido: %d"
524 "%s PCPoints requeridos: %d"
525 "%s Debes estar en la familia Vanert"
526 "%s Debes estar en la familia Duprian"
527 "%s Debes estar en la familia Duprian"
528 "%s Necesitas estar en la familia Vanert"
529 "%s Puntos de familia requeridos: %d"
530 "%s Tiempo: %d Minuto(s)"
531 "%s Se eliminaron %d Zen"
532 "%s Se eliminaron %d PCPoint(s)"
533 "%s ¡Buff aplicado!"
538 "Te faltan los materiales para el Cultivo"
539	"Has alcanzado la iluminación. Baja de la montaña y salva a la gente"
548	"Ruleta de la Suerte Te faltan %d WCoinC %d WCoinP %d GPCoin"
565	"%s liquidó objetos, recibió %d WcoinC."
583 "El Boss Nangari ha resucitado"
602 "¡No puedes casarte contigo mismo 0,0!"
603 "¡Acabas de casarte con %s!"
604 "¡Ya estás casado!"
605 "¡Ese personaje ya está casado!"
606 "Uso: /marry to 'nombre' | /marry divorce | /marry track o trace!"
607 "¡No puedes divorciarte durante la primera semana de matrimonio!"
608 "¡Acabas de divorciarte!"
609 "¡Aún no estás casado!"
610 "¡Ahora estás rastreando!"
611 "¡Ahora estás localizando!"
612 "¡%s acaba de casarse con %s!"
613 "¡%s acaba de divorciarse de %s!"
614 "Sistema de Matrimonio de Personajes"
615 "¡entre %s y %s!"
616 "El Sistema de Matrimonio no permite matrimonios del mismo sexo"
617 "¡Necesitas al menos nivel %d para usar este comando!"
618 "¡Él/Ella necesita al menos nivel %d para usar este comando!"
619 "¡El Sistema de Matrimonio ha sido desactivado!"
620 "¡Necesitas al menos %d zen para usar este comando!"
621 "¡Necesitas pararte en la posición correcta en Devias2!"
622 "¡Tu objetivo necesita pararse en la posición correcta en Devias2!"
623 "Info: Nivel mínimo: %d | Costo de rastreo y localización: %d zen!"
624 "¡No puedes divorciarte mientras él/ella está desconectado!"
625 "¡Ese personaje está desconectado!"
626 "¡Skin %d aplicado a %d personaje(s)!"
627 "¡El personaje %s no está en línea!"
628 " "
629	"¡%s Girar Joya, recibió %s !"
630 "¡Necesitas ser nivel %d para usar este comando!"
631 "¡Solo se permite usar dentro de la ciudad!"
632 "¡Tú y tu oponente deben ser nivel %d para duelarse!"
633 "¡Este comando no está habilitado para tu cuenta!"
634 "Comando: /class dw, dk, elf, mg, dl, su"
635 "¡Debes elegir una clase diferente a la tuya!"
636 "Atención: debes guardar todos tus objetos en el almacén al cambiar de clase"
637 "¡La clase no está disponible!"
638 "¡Reset requerido: %d!"
639 "¡%s está en línea!"
640 "¡%s se ha unido!"
641 "¡No tienes permiso para usar esto!"
642 "¡Personaje no encontrado!"
643 "Comando: /reward TIPO VALOR"
644 "¡Este tipo de premio no está disponible!"
645 "¡La recompensa es mayor al límite permitido!"
646 "¡Recompensa agregada con éxito!"
647 "¡No puedes premiarte a ti mismo!"
648 "Comando: /reload tipo | Ej: /reload common"
649 "¡Recarga realizada con éxito!"
650 "Comando: /tipo valor recompensa"
651 "El nombre debe tener mínimo 4 caracteres o máximo 10 caracteres."
652 "Ese nombre ya existe."
653 "Espera %d segundo(s) para usarlo de nuevo."
654 "¡Ese nombre ya existe!"
655 "¡Nombre cambiado con éxito!"
656 "¡Nombre sin cambios!"
657 "¡El personaje %s cambió su nombre a %s!"
658 "Debes salir del gremio para cambiar tu nombre."
659 "No puedes usar el comando en este momento."
660 "¡SPEEDY Comenzó en %s!"
661 "¡SPEEDY El evento termina en %d minuto(s)!"
662 "¡SPEEDY El evento termina en %d segundo(s)!"
663 "¡SPEEDY Ganador %s!"
664 "¡SPEEDY Evento Terminado - Sin Ganador!"
665 "SPEEDY Sigue las coordenadas x %d y %d"
666 "¡SPEEDY Evento Terminado - El Evento ha sido cancelado!"
667 "¡Error de baneo!"
668 "¡Cuenta baneada con éxito!"
669 "¡Personaje baneado con éxito!"
670 "Evento Cerrando en %d segundo(s)"
671 "¡El Tiempo de Asistencia al Evento ha terminado!"
672 "¡Evento Cancelado!"
673 "¡Evento %s ha iniciado un Evento!"
674 "Evento Escribe /Join para participar!"
675 "¡Evento Participante %s agregado!"
676 "Buscar GM Termina en %d segundo(s)"
677 "¡Buscar GM terminó sin ganador!"
678 "¡Buscar GM Cancelado!"
679 "¡Buscar GM %s ha iniciado el Evento!"
680 "Buscar GM Encuentra al GM y comercia!"
681 "¡Buscar GM %s ha ganado el Evento!"
682 "¡Buscar GM El evento termina en %d minuto(s)!"
683 "¡PEGAPEGA Ha cerrado!"
684 "¡PEGAPEGA El evento ha comenzado. Ha sido rechazado!"
685 "¡PEGAPEGA Se acabó el tiempo!"
686 "¡PEGAPEGA Cancelado!"
687 "¡PEGAPEGA Abierto!"
688 "¡PEGAPEGA Escribe /join para participar!"
689 "¡PEGAPEGA Participante %s agregado!"
690 "¡PEGAPEGA %s ha ganado este Evento!"
691 "¡PEGAPEGA %s ha sido atrapado!"
692 "¡Misión %d Debes ser nivel %d o superior!"
693 "¡Misión %d Debes tener %d Reset(s) o más!"
694 "¡Misión %d Debes tener %d Master Reset(s) o más!"
695 "¡Misión %d Debes tener %d zen o más!"
696 "¡Misión %d Debes visitar %s (x %d, y %d)!"
697 "¡Misión %d No tienes el plan vip requerido!"
698 "¡Misión %d Objeto requerido: %s!"
699 "¡Misión %d Debes matar %d %s (Faltan: %d)!"
700 "Misión Felicidades personaje, ¡has completado todas las misiones!"
701 "¡Misión %d Completada! Ganaste: %d WC, %d WP, %d GP!"
702 "¡Felicidades personaje, has recibido un regalo!"
703 "¡Has recibido todos tus regalos!"
704 "¡Vive o Muere ha cerrado!"
705 "¡El evento Vive o Muere ha comenzado!"
706 "¡Vive o Muere Se acabó el tiempo!"
707 "¡Vive o Muere Cancelado!"
708 "¡Vive o Muere Abierto (Máx asistentes: %d)!"
709 "Vive o Muere Escribe /join"
710 "¡Vive o Muere Participante %d: %s agregado!"
711 "¡Vive o Muere %s ha ganado el Evento!"
712 "Vive o Muere Colocando la bala en el tambor ...!"
713 "Vive o Muere Girando el tambor ...!"
714 "Vive o Muere Amartillando ...!"
715 "¡Vive o Muere DISPARA!"
716 "¡Vive o Muere HeadShot %s ha sido eliminado!"
717 "¡Vive o Muere %s sobrevivió ileso!"
718 "¡Recompensa del Rey de MU!!!!"
719 "¡El Gremio %s del Rey MU ha ganado este Evento!"
720 "¡Rey de MU Tiempo del dueño: %d minuto(s)!"
721 "Rey MU Todos los miembros en línea del gremio han ganado:"
722 "¡Rey MU 10 WC cada uno!!!"
723 "Rey MU Personaje con más logros:"
724 "¡Rey MU %d °: %s (Gremio: %s)!"
725 "¡Rey MU gana 10 cada vez!"
726 "¡Rey MU Sin ganador!"
730 "¡Se agregaron %d WC a tu cuenta!"
731 "Recibiste %d Puntos de Honor"
732 "¡Se agregaron %d GP a tu cuenta!"
733 "Comando: /top tipo clase | Ej: /top rr dk"
734 "Comando: Clase: dk, dw, fe, mg, dl, su"
735 "¡Sin resultados!"
736 "%d ° Colocado: %s ( %d)"
737 "Puntos del personaje reseteados con éxito."
738 "¡%s alcanzó el rango %s!"
739 "¡Alcanzaste el rango %s!"
740 "Hola"
741 "Debes tener 64 piezas del mismo tipo en el almacén"
742 "Gracias, he recogido los objetos y entregado tu recompensa."
743 "Lo siento, no me interesan estos objetos."
744 "¡Has intercambiado tus objetos por una recompensa!"
745 "¡%s Comienza en %d minuto(s)!"
746 "%s Pregunta: (Usa /answer para responder)"
747 "%s %s"
748 "¡%s %s ha ganado el Evento!"
749 "%s ¡Sin ganador!"
750 "%s ¡Respuesta incorrecta!"
751 "%s Respuesta: %s"
752 "¡PickUp %s Activado!"
753 "¡PickUp %s Desactivado!"
754 "¡PickUp Desactivado!"
755 "Has reseteado tus puntos master con éxito."
756 "Se requiere nivel 400 o superior para usar /resetmaster."
757 "¡No tienes suficiente Wcoin para usar esta función!"
758 "¡Felicidades, te has suscrito a %s!"
759 "El paquete VIP que elegiste es inferior a tu paquete actual"
760 "¡Se retiraron %d WC de tu cuenta!"
761 "¡Compra Exitosa! %d Puntos de Honor"
762 "¡Se retiraron %d GP de tu cuenta!"
763 "¡No puedes usar ataque personalizado con MuHelper activado!"
764 "¡No puedes usar MuHelper con el ataque personalizado activo!"
765 "No se puede usar por encima del nivel: %d"
766 "¡Valor de uso: %d WC!"
767 "¡Valor de uso: %d WP!"
768 "¡Valor de uso: %d GP!"
769 "¡El equipo de la alianza ha ganado el Evento!"
770 "¡El equipo Phantom ha ganado este Evento!"
771 "OffPvp Activado"
772 "OffPvp Desactivado"
773 "¡Bloqueo Activado - Objetos bloqueados!"
774 "¡Bloqueo La contraseña debe tener hasta 8 caracteres!"
775 "¡Bloqueo Activado, usa /unlock para desbloquear!"
776 "¡Bloqueo Desactivado!"
777 "¡Bloqueo Contraseña inválida!"
778 "¡Bloqueo Acción bloqueada por contraseña!"
779 "Solo puedes activar este comando en una zona segura"
780 "La tienda personal está vacía o los objetos no tienen precio"
781 "¡ATENCIÓN!! Todos los objetos de esta tienda se venden por Jewel of Bless"
782 "¡ATENCIÓN!! Todos los objetos de esta tienda se venden por Jewel of Soul"
783 "¡ATENCIÓN!! Todos los objetos de esta tienda se venden por Jewel of Chaos"
784 "¡ATENCIÓN!! Todos los objetos de esta tienda se venden por WCoinC"
785 "¡ATENCIÓN!! Todos los objetos de esta tienda se venden por WCoinP"
786 "¡ATENCIÓN!! Todos los objetos de esta tienda se venden por Puntos Goblin"
787 "Primero necesitas abrir una Tienda Personal"
788 "El comando se ejecutará en %d minuto(s)"
789 "El tiempo de uso de la tienda ha expirado"
790 "Ataque Desactivado"
791 "Ataque No puedes usar esta posición"
792 "Ataque No tienes la Habilidad requerida para usar"
793 "Ataque Tiempo de uso: %d minuto(s)"
794 "Ataque Se acabó el tiempo"
795 "Ataque Activado"
796 "OffAttack Primero debes activar /attack"
797 "OffAttack No puedes usar esta posición"
798 "¡Este gremio no existe!"
799 "¡PvP Se acabó el tiempo!"
800 "¡PvP Cancelado!"
