//Index   Message
77        "Você precisa de %d zen para usar /pkclear"
78        "Absolvição bem-sucedida"
79        "Você não tem permissão para usar /money"
80        "Você digitou um valor inválido"
81        "Você não tem permissão para usar /change"
82        "Você precisa de %d zen para usar /change"
83        "Você já concluiu a missão final"
84        "Parabéns, você concluiu a missão"
85        "Você não tem permissão para usar /ware"
86        "Você não pode usar /ware neste momento"
87        "Você digitou um valor inválido (máx 10)"
88        "Alterado para o baú %d"
89        "Você não tem permissão para usar Reset"
90        "Você não pode fazer Reset neste momento"
91        "Você precisa do nível %d para fazer Reset"
92        "Você precisa de %d zen para fazer Reset"
93        "Você não pode resetar mais de %d"
94        "Você não pode resetar com itens equipados"
95        "Reset bem-sucedido, você agora tem %d reset(s)"
96        "Você não tem permissão para usar /gmmove"
97        "Alvo inválido para /gmmove"
98        "Você não tem permissão para usar /gmpost"
99        "Você não tem permissão para usar /track"
100       "Alvo inválido para /track"
101       "Você não tem permissão para usar /trace"
102       "Alvo inválido para /trace"
103       "Você não tem permissão para usar /disconnect"
104       "Alvo inválido para /disconnect"
105       "Você não tem permissão para usar /fireworks"
106       "Você não tem permissão para usar /make"
107       "Item criado com sucesso"
108       "Você não tem permissão para usar /skin"
109       "Alvo inválido para /skin"
110       "Você não tem permissão para usar /setmoney"
111       "Alvo inválido para /setmoney"
112       "Você digitou um valor inválido para /setmoney"
113       "Você não tem permissão para usar /notice"
114       "Auto adicionar pontos: Ativado (%d)"
115       "Auto adicionar pontos: Desativado"
116       "O modo de reset automático foi ativado"
117       "O modo de reset automático foi desativado"
118       "Você não atende aos requisitos para fazer Relife"
119       "Você não pode fazer Relife neste momento"
120       "Você ainda precisa de %d nível(is) para fazer Relife"
121       "Você ainda precisa de %d reset(s) para fazer Relife"
122       "Você precisa de %d zen para usar Relife"
123       "Você não pode fazer Relife além do nível %d "
124       "Você não pode fazer Relife porque falta um item necessário"
125       "Relife bem-sucedido, você fez Relife %d vez(es)."
126       "Solicitações conforme recebido: Conectado"
127       "Solicitações recebidas: Desligado"
128       "Solicitações conforme recebido: Automático"
129       "Você só pode resetar %d vez(es) por dia"
130       "Você só pode resetar %d vez(es) por semana"
131       "Você só pode resetar %d vez(es) por mês"
132       "Você só pode fazer Relife %d vez(es) por dia"
133       "Você só pode fazer Relife %d vez(es) por semana"
134       "Você só pode fazer Relife %d vez(es) por mês"
135       "Você não tem permissão para usar /hide"
144       "O evento Praça do Diabo fechará em %d minuto(s)"
145       "O evento Praça do Diabo foi encerrado"
146       "O evento Praça do Diabo %d começa em %d minuto(s)"
147       "O evento Praça do Diabo começou"
148       "O evento Praça do Diabo terminou"
149       "Você não é forte o suficiente para participar da Praça do Diabo"
160			"Duelo o personagem não está online"
161			"Duelo você não pode desafiar neste momento"
162			"Duelo o personagem recusou automaticamente seu desafio"
163			"Duelo o desafio foi enviado ao oponente"
164			"Duelo o personagem solicitou um duelo"
165			"Duelo você não pode desafiar durante uma Guerra de Guild"
166			"Duelo este personagem não pode duelar durante uma Guerra de Guild"
167			"Duelo você não pode desafiar neste mapa"
168			"Duelo você não pode duelar durante o Cerco ao Castelo"
169			"Duelo não existe nenhum personagem com esse nome"
170			"Duelo você está atualmente em combate"
171			"Duelo este personagem está atualmente em combate"
172			"Duelo o personagem recusou seu pedido"
173			"Duelo todas as arenas estão cheias"
174			"Duelo %s vs %s começou!"
175			"Duelo %s derrotou %s na arena!"
176       "O Salão do Dragão Branco fechará em %d minuto(s)"
177       "O Salão do Dragão Branco foi encerrado"
178       "O Salão do Dragão Branco %d começa em %d segundo(s)"
179       "O Salão do Dragão Branco começou"
180       "O Salão do Dragão Branco terminou"
181       "Você não é forte o suficiente para participar do Salão do Dragão Branco"
182       "Você não tem bilhete para participar do Salão do Dragão Branco"
183       "%s deixou cair a Pérola do Dragão"
184       "%s pegou a Pérola do Dragão"
185       "O Boss Cultists ressuscitou"
186       "O Boss Cultists terminou"
187       "O Boss Drowned ressuscitou"
188       "O Boss Drowned terminou"
189       "Brigid apareceu em Atlans"
190       "O evento de Brigid terminou"
191       "O evento Dragão Vermelho começou"
192       "O evento Dragão Vermelho terminou"
193       "%s derrotou o Dragão Vermelho"
194       "O evento Dragonlord Plasidusax terminou"
195       "O Boss Fallen apareceu"
196       "O evento Fallen terminou"
197       "O evento Baú do Tesouro Real começou!"
198       "O evento Boss Agares terminou"
199       "O evento Legião de Classe terminou"
200       "A Legião de Classe está devastando Lorencia"
201       "Kundun ressuscitou em Kalima 7"
202       "O evento Kundun Kalima 7 terminou"
203       "O Boss Ghoul apareceu"
204       "O evento Boss Ghoul terminou!"
205       "O evento de Brigid começou!"
206       "O evento de Brigid terminou!"
153       "Você não tem nível suficiente para resetar"
207       "%s derrotou o Boss Agares e recebeu muitos itens raros"
208       "O mercador Moss apareceu!"
209       "O evento [Deus da Fortuna] começou!"
210       "O evento [Deus da Fortuna] se retirou!"
154       "O evento [Verão] começou!"
155       "O evento [Verão] se retirou!"
156       "O evento [Boss Dourado] começou!"
157       "O evento [Boss Dourado] se retirou!"
158       "O evento [Coelho de Jade] começou!"
159       "O evento [Coelho de Jade] se retirou!"
211       "O evento de Ovos começou!"

212		"%s derrotou Wild Life"
213		"%s abriu um cassino em Lorencia :))"

214		"%s derrotou Akadus"
215		"%s matou o Kundun Dourado"
216		"%s derrotou Fallen"
217		"%s derrotou o Boss Agares"
218		"%s matou Kundun a pancadas"
219		"%s nocauteou o Boss Ghoul"
220		"%s derrotou Brilliant Lugh"
221		"%s derrotou Wukong"
222		"%s matou Brigid"
223		"%s derrotou Dragonlord Plasidusax"




224       "Você precisa do nível %d para se mover"
225       "Você precisa de %d zen para se mover"
226       "Você não pode se mover neste momento"
227       "Assassinos não podem se mover"
228       "Você não tem o equipamento correto para se mover"
229       "Somente membros da Gens podem se mover"
230       "Você precisa do nível máximo %d para se mover"
231       "você precisa de %d reset(s) para se mover"
232       "você precisa do máximo de %d reset(s) para se mover"
240       "Senior não está ativo"
241       "Senior não está ativo durante o Cerco ao Castelo"
242       "Você deve estar na Guild dona do Castelo para usar o Senior"
243       "Você deve ser o Mestre da Guild para usar o Senior"
244       "Guardsman não funciona durante o Cerco ao Castelo"
245       "Você entrou na guild"
246       "Você não atende aos requisitos para criar uma GUILD"

247       "A loja está vazia"
248       "Conta: Normal"
249       "Conta: VIP 3 Dias - Expira:(%s)"
250       "Conta: VIP 6 Dias - Expira:(%s)"
251       "Conta: VIP 12 Dias - Expira:(%s)"
252		  "Conta: Clone - Expira:(%s)"
256       ""
257       "Você precisa do nível 40 para arremessar este item"
258       "Você precisa do nível 80 para arremessar este item"
259       "Você não pode se mover para outro mapa neste momento"
260       "Este item não pertence a você"
261       "Você não pode sair do jogo enquanto negocia"
262       "Você não pode sair do jogo enquanto abre o baú"
263       "Você não pode sair do jogo enquanto usa a Máquina do Caos"
264       "Você não pode sair do jogo enquanto treina um PET"
265       "Você não pode sair do jogo enquanto está em combate"
266       "Você atingiu o nível máximo"
267       "Você atingiu o nível Master máximo"
268       "Você só pode adicionar %d ponto(s)"
269       "Você não pode conversar por %d segundo(s)."
270       "Você não pode falar consigo mesmo"
271       "Olá, eu sou o guarda alegre"
272       "Teletransporte instantâneo não é possível"
273       "Você será teletransportado em %d segundo(s)"
274       "Você não pode se mover para este mapa montando um pet"
275       "Você precisa usar asas para se mover para este mapa"
276       "Presente da CashShop"

277  	  "%s derrotou o Boss Filhote de Dragão Dourado"
278  	  "%s derrotou o Boss Robô Dourado"
279  	  "%s derrotou o Boss Guerreiro Dourado"
280  	  "%s derrotou o Boss Diabrete Dourado"
281  	  "%s derrotou o Boss Rei de Ferro Dourado"
282  	  "%s derrotou o Boss Rei Peixe Dourado"
283  	  "%s derrotou o Boss Espírito Peixe Dourado"
284  	  "%s derrotou o Boss Robo Dourado"
285  	  "%s derrotou o Boss Rei Arqueiro Dourado"
286  	  "%s derrotou o Boss Cavaleiro de Armadura Dourada"
287  	  "%s derrotou o Boss Demônio de Armadura Dourada"
288  	  "%s derrotou o Boss Diabo de Pedra de Armadura Dourada"
289  	  "%s derrotou o Boss Soldado de Armadura Dourada"
290  	  "%s derrotou o Boss Armadura de Madeira Dourada"
291  	  "%s derrotou o Boss Diabo Vermelho Dourado"
292  	  "%s derrotou o Boss Guerreiro Dourado"
293  	  "%s derrotou o Boss Chama Dourada"
294  	  "%s derrotou o Boss Dragão Dourado"
295  	  "%s derrotou o Boss Brilliant Lugh"

296  	  "%s derrotou o Boss Classe DK"
297  	  "%s derrotou o Boss Classe DW"
298  	  "%s derrotou o Boss Classe ELF"
299  	  "%s derrotou o Boss Classe MG"
300	 	  "%s derrotou o Boss Classe DL"
301	 	  "%s derrotou o Boss Classe SUM"
302	 	  "%s derrotou o Boss Classe RF"

304       "Ice Walker apareceu!"
305       "você não é forte o suficiente para participar do Double Goer"
306       "Ice Walker foi destruído!"
320       "Jupiter apareceu! O Portão do Criadouro fechará em %d minuto(s)"
321       "O portão do Criadouro fechou"
322       "%s derrotou o Boss Enok a Rainha Aranha"
323       "O Portão do Criadouro reabrirá em %d minuto(s)"
324       ""
325       "O portão do Criadouro fechou"
336       "A Torre de Refinamento fechará em 60 minuto(s)"
337       "A Torre de Refinamento fechará em 20 minuto(s)"
338       "O portão de Kanturu foi aberto"
339       "A batalha contra Maya está prestes a começar, fique pronto"
340       "A batalha continuará em 1 minuto"
341       "Nightmare apareceu! Derrote-o para abrir o portão da Torre de Refinamento"
342       "Nightmare foi derrotado! O portão da Torre de Refinamento foi aberto"
343       "O tempo acabou, você será teletransportado para fora do Evento"
352       "Castle Deep começará em 5 minutos"
353       "Castle Deep começou"
354       "Castle Deep terminou"
355       "Brilliant Lugh foi derrotado por %s"
356       "%s foi derrotado por %s"
368       "Balgass uniu forças com a frota de Kundun e se prepara para atacar a fortaleza de Crywolf"
369       "Os guerreiros de Balgass estão prontos para atacar a fortaleza de Crywolf"
370       "Uma armada de Balgass está marchando em direção a uma fortaleza de Crywolf"
371       "A frota de Balgass está se aproximando da fortaleza de Crywolf"
372       "Nenhum Elf está conectado aos altares, deixando a estátua do lobo desprotegida"
373       "Balgass permanecerá vivo até o fim da batalha"
374       "Defesa falhou! A estátua sagrada do lobo foi capturada por Balgass"
375       "Defesa bem-sucedida! A estátua sagrada do lobo foi protegida"
376       "O tempo de conexão do Altar do Lobo começará em %d segundo(s)"
377       "O tempo de conexão do Altar do Lobo começará em %d minuto(s)"
378       "A Armada de Balgass atacará em %d segundo(s)"
379       "A Armada de Balgass atacará em %d minuto(s)"
380       "Sem a proteção de um Elf, a estátua sagrada do lobo ficou desprotegida"
381       "Balgass está chegando! Proteja a estátua sagrada do lobo"
382       "A Armada de Balgass começou a atacar a Estátua Sagrada do Lobo"
383       "A frota de Balgass foi derrotada com a ajuda dos heróis"
384       "Ranking MvP: %d"
385       "Experiência MvP: %d"
386       "Balgass foi morto por %s!"
387       "Balgass foi morto!"
388       "Dark Elf %d foi morto por %s!"
389       "Pontos MvP: %d"
390       "Conectado ao Altar %d"
391 "%s se conectou ao altar %d"
392 "O altar %d foi conectado"
393 "O tempo de conexão para o andarilho %d não começou"
394 "O altar %d foi conectado mais de 2 vezes"
395 "Posição incorreta para conectar ao altar %d"
396 "%s está tentando se conectar ao altar %d"
397 "Você será conectado ao altar em 5 segundos"
398 "Não se mova até que a conexão seja concluída"
399 "A conexão com o altar %d foi cancelada"
400 "A barreira da estátua sagrada do lobo desapareceu"
401 "Quantidade de conexões: %d, Vida útil da estátua: %d"
402 "A barreira da estátua sagrada do lobo foi criada"
403 "Conectar requer um Elf de nível 260 ou superior"
416 "O Cerco ao Castelo terminou"
417 "O período de inscrição do Cerco ao Castelo começou"
418 "O período de inscrição do Emblema de Cerco ao Castelo começou"
419 "O período de seleção de Guild do Cerco ao Castelo começou"
420 "A seleção de Guild do Cerco ao Castelo foi concluída"
421 "O tempo de preparação para o Cerco ao Castelo começou"
422 "O Cerco ao Castelo começará em %d minuto(s)"
423 "O Cerco ao Castelo começou, tragam a vitória para casa"
424 "A Guild %s defendeu o Castelo com sucesso"
425 "A Guild %s se tornou a dona do Castelo"
426 "O dono do Castelo ainda não foi determinado"
427 "Somente Guardião da Estátua"
432 "O membro %s foi promovido a Sub Mestre"
433 "O membro %s foi promovido a Líder de Batalha"
434 "%s deixou sua posição atual para se tornar um membro comum da Guild"
435 "O tipo da Guild %s mudou para %d"
436 "A Guild se juntou à aliança com %s"
437 "A Guild agora é inimiga da Guild %s"
438 "A Guild %s se juntou à aliança com %s"
439 "A Guild se retirou da guild"
440 "A Guild %s se retirou da aliança com %s"
441 "A Guild não está mais aliada com %s"
442 "A Guild não é mais inimiga da Guild %s"
443 "A aliança com %s foi quebrada"
448 "Você não pode invocar uma Pedra da Vida fora do Cerco ao Castelo"
449 "Somente a aliança atacante pode invocar uma Pedra da Vida"
450 "Uma Pedra da Vida foi invocada"
451 "Você não pode invocar uma Pedra da Vida dentro da Torre do Dragão"
452 "A Pedra da Vida foi invocada com sucesso"
453 "A Pedra da Vida não foi invocada"
464 "Você não pode invocar soldados fora do Cerco ao Castelo"
465 "Somente a aliança defensora pode invocar soldados"
466 "Somente o Mestre da Guild e seus assistentes podem invocar soldados"
467 "O número máximo de soldados foi excedido"
468 "Soldados invocados com sucesso"
469 "Os soldados não foram invocados"
480 "O servidor foi encerrado"
481 "O servidor será encerrado automaticamente em %d segundo(s)"
482 "Esta é uma entrada duplicada, entre em contato com um administrador"
483 "Seu bloqueio de chat terminou"
484 "Você será desconectado do jogo em %d segundo(s)"
485 "A autodefesa contra %s começou"
486 "A autodefesa contra %s terminou"
487 "O servidor será desligado automaticamente em 1 minuto"
488 "O servidor será desligado automaticamente em 3 minutos"
489 "O servidor será desligado automaticamente em 5 minutos"
490 "A partida começará automaticamente em 10 segundos"
491 "%s ganhou %d gema(s) preciosa(s)"
492 "%s matou Fenix"
493 "Você ganhou %d pontos de Evento e %d Ouro"
494 "%s matou um dourado"
495 "Você ganhou %d pontos de Evento e %d Ouro"
496 "%s matou o Boss Brilliant Lugh"
497 "Você ganhou %d pontos de Evento e %d Ouro"
498       ""
499 "Remova os Errtels antes de colocar"
500 "O evento Rei MU começou"
501 "O evento Rei MU terminou"
502 "Rei MU começa em %d minuto(s)"
503 "A Guild %s do Rei MU capturou o castelo!"
504 "Rei MU começa em %d segundo(s)"
505 " "
506 "Você não é membro de nenhuma guild!"
507 "Sua guild já possui um castelo!"
508 "Você não está nas coordenadas corretas!"
509 "Sua guild deve ter pelo menos %d membro(s)!"
510 "Por favor, personagem! Sua guild atualmente possui um castelo!"
511 "Rei MU termina em %d minuto(s)!"
512 "Seu Inventário está Cheio"
513 "Todos os itens do baú pessoal foram removidos."
514 "Tenham um bom dia."
515 "%s matou %s"
516 "%s matou %s"
517 " "
518 "Você não tem permissão para usar /setvip"
519 "Vip adicionado com sucesso!"
520 "Esta conta não existe!"
521 "%s Você não precisa mais da minha ajuda"
522 "%s Seu pacote vip não permite usar este buff"
523 "%s Zen necessário: %d"
524 "%s PCPoints necessários: %d"
525 "%s Você deve estar na família Vanert"
526 "%s Você deve estar na família Duprian"
527 "%s Você deve estar na família Duprian"
528 "%s Você precisa estar na família Vanert"
529 "%s Pontos de família necessários: %d"
530 "%s Tempo: %d Minuto(s)"
531 "%s Removidos %d Zen"
532 "%s Removidos %d PCPoint(s)"
533 "%s Buff Aplicado!"
538 "Faltam os materiais para o Cultivo"
539	"Você alcançou a iluminação. Desça a montanha e salve as pessoas"
548	"Roleta da Sorte Faltam %d WCoinC %d WCoinP %d GPCoin"
565	"%s liquidou itens, recebeu %d WcoinC."
583 "O Boss Nangari ressuscitou"
602 "Você não pode se casar consigo mesmo 0,0!"
603 "Você acabou de se casar com %s!"
604 "Você já é casado!"
605 "Aquele personagem já é casado!"
606 "Uso: /marry to 'nome' | /marry divorce | /marry track ou trace!"
607 "Você não pode se divorciar na primeira semana de casamento!"
608 "Você acabou de se divorciar!"
609 "Você ainda não é casado!"
610 "Você está rastreando!"
611 "Você está localizando!"
612 "%s acabou de se casar com %s!"
613 "%s acabou de se divorciar de %s!"
614 "Sistema de Casamento de Personagens"
615 "entre %s e %s!"
616 "O Sistema de Casamento não permite casamento entre o mesmo sexo"
617 "Você precisa de pelo menos o nível %d para usar este comando!"
618 "Ele/Ela precisa de pelo menos o nível %d para usar este comando!"
619 "O Sistema de Casamento foi desativado!"
620 "Você precisa de pelo menos %d zen para usar este comando!"
621 "Você precisa ficar na posição correta em Devias2!"
622 "Seu alvo precisa ficar na posição correta em Devias2!"
623 "Info: Nível mínimo: %d | Custo de rastreio e localização: %d zen!"
624 "Você não pode se divorciar enquanto ele/ela está desconectado!"
625 "Aquele personagem está desconectado!"
626 "Skin %d aplicada a %d personagem(ns)!"
627 "O personagem %s não está online!"
628 " "
629	"%s Girou a Joia, recebeu %s !"
630 "Você precisa ser do nível %d para usar este comando!"
631 "Só é permitido usar dentro da cidade!"
632 "Você e seu oponente devem ser do nível %d para duelar!"
633 "Este comando não está habilitado para sua conta!"
634 "Comando: /class dw, dk, elf, mg, dl, su"
635 "Você deve escolher uma classe diferente da sua!"
636 "Atenção: você deve guardar todos os itens no baú ao trocar de classe"
637 "Classe não disponível!"
638 "Reset necessário: %d!"
639 "%s está online!"
640 "%s entrou!"
641 "Você não tem permissão para usar isto!"
642 "Personagem não encontrado!"
643 "Comando: /reward TIPO VALOR"
644 "Este tipo de prêmio não está disponível!"
645 "A recompensa é maior que o limite permitido!"
646 "Recompensa adicionada com sucesso!"
647 "Você não pode se premiar!"
648 "Comando: /reload tipo | Ex: /reload common"
649 "Recarga realizada com sucesso!"
650 "Comando: /tipo valor recompensa"
651 "O nome deve ter no mínimo 4 caracteres ou no máximo 10 caracteres."
652 "Esse nome já existe."
653 "Aguarde %d segundo(s) para usar novamente."
654 "Esse nome já existe!"
655 "Nome alterado com sucesso!"
656 "Nome inalterado!"
657 "O personagem %s foi renomeado para %s!"
658 "Você deve sair da guild para mudar seu nome."
659 "Você não pode usar o comando agora."
660 "SPEEDY Começou em %s!"
661 "SPEEDY O evento termina em %d minuto(s)!"
662 "SPEEDY O evento termina em %d segundo(s)!"
663 "SPEEDY Vencedor %s!"
664 "SPEEDY Evento Encerrado - Sem Vencedor!"
665 "SPEEDY Siga as coordenadas x %d y %d"
666 "SPEEDY Evento Encerrado - O Evento foi cancelado!"
667 "Erro de banimento!"
668 "Conta banida com sucesso!"
669 "Personagem banido com sucesso!"
670 "Evento Fechando em %d segundo(s)"
671 "O Tempo de Participação do Evento terminou!"
672 "Evento Cancelado!"
673 "Evento %s iniciou um Evento!"
674 "Evento Digite /Join para participar!"
675 "Evento Participante %s adicionado!"
676 "Encontrar GM Termina em %d segundo(s)"
677 "Encontrar GM terminou sem vencedor!"
678 "Encontrar GM Cancelado!"
679 "Encontrar GM %s iniciou o Evento!"
680 "Encontrar GM Encontre o GM e negocie!"
681 "Encontrar GM %s venceu o Evento!"
682 "Encontrar GM O evento termina em %d minuto(s)!"
683 "PEGAPEGA Fechou!"
684 "PEGAPEGA O evento começou. Foi recusado!"
685 "PEGAPEGA Tempo esgotado!"
686 "PEGAPEGA Cancelado!"
687 "PEGAPEGA Aberto!"
688 "PEGAPEGA Digite /join para participar!"
689 "PEGAPEGA Participante %s adicionado!"
690 "PEGAPEGA %s venceu este Evento!"
691 "PEGAPEGA %s foi capturado!"
692 "Missão %d Você deve ser do nível %d ou superior!"
693 "Missão %d Você deve ter %d Reset(s) ou mais!"
694 "Missão %d Você deve ter %d Master Reset(s) ou mais!"
695 "Missão %d Você deve ter %d zen ou mais!"
696 "Missão %d Você deve visitar %s (x %d, y %d)!"
697 "Missão %d Você não tem o plano vip necessário!"
698 "Missão %d Item necessário: %s!"
699 "Missão %d Você deve matar %d %s (Faltam: %d)!"
700 "Missão Parabéns personagem, você concluiu todas as missões!"
701 "Missão %d Concluída! Você ganhou: %d WC, %d WP, %d GP!"
702 "Parabéns personagem, você recebeu um presente!"
703 "Você recebeu todos os seus presentes!"
704 "Viver ou Morrer foi encerrado!"
705 "O evento Viver ou Morrer começou!"
706 "Viver ou Morrer Tempo esgotado!"
707 "Viver ou Morrer Cancelado!"
708 "Viver ou Morrer Aberto (Máx participantes: %d)!"
709 "Viver ou Morrer Digite /join"
710 "Viver ou Morrer Participante %d: %s adicionado!"
711 "Viver ou Morrer %s venceu o Evento!"
712 "Viver ou Morrer Colocando a bala no tambor ...!"
713 "Viver ou Morrer Girando o tambor ...!"
714 "Viver ou Morrer Engatilhando ...!"
715 "Viver ou Morrer ATIRE!"
716 "Viver ou Morrer HeadShot %s foi eliminado!"
717 "Viver ou Morrer %s sobreviveu ileso!"
718 "Recompensa do Rei de MU!!!!"
719 "A Guild %s do Rei MU venceu este Evento!"
720 "Rei de MU Tempo do dono: %d minuto(s)!"
721 "Rei MU Todos os membros online da guild venceram:"
722 "Rei MU 10 WC cada um!!!"
723 "Rei MU Personagem com mais conquistas:"
724 "Rei MU %d °: %s (Guild: %s)!"
725 "Rei MU ganha 10 a cada vez!"
726 "Rei MU Sem vencedor!"
727       "Esta area e reservada para a guild vencedora do Rei do MU"
728       "Rei MU a guild %s dominou o campo de batalha com %d mortes!"
729       "Rei MU %s (Guild: %s) foi o mais letal com %d mortes!"
730 "%d WC foi adicionado à sua conta!"
731 "Você recebeu %d Pontos de Honra"
732 "%d GP foi adicionado à sua conta!"
733 "Comando: /top tipo classe | Ex: /top rr dk"
734 "Comando: Classe: dk, dw, fe, mg, dl, su"
735 "Sem resultados!"
736 "%d ° Colocado: %s ( %d)"
737 "Pontos do personagem resetados com sucesso."
738 "%s alcançou o rank %s!"
739 "Você alcançou o rank %s!"
740 "Olá"
741 "Você deve ter 64 peças do mesmo tipo no baú"
742 "Obrigado, peguei os itens e entreguei sua recompensa."
743 "Desculpe, não tenho interesse nestes itens."
744 "Você trocou seus itens por uma recompensa!"
745 "%s Começa em %d minuto(s)!"
746 "%s Pergunta: (Use /answer para responder)"
747 "%s %s"
748 "%s %s venceu o Evento!"
749 "%s Sem vencedor!"
750 "%s Resposta errada!"
751 "%s Resposta: %s"
752 "PickUp %s Ativado!"
753 "PickUp %s Desativado!"
754 "PickUp Desativado!"
755 "Você resetou seus pontos master com sucesso."
756 "É necessário nível 400 ou superior para usar /resetmaster."
757 "Você não tem Wcoin suficiente para usar este recurso!"
758 "Parabéns, você se inscreveu em %s!"
759 "O pacote VIP que você escolheu está abaixo do seu pacote atual"
760 "%d WC foi retirado da sua conta!"
761 "Compra Bem-sucedida! %d Pontos de Honra"
762 "%d GP foi retirado da sua conta!"
763 "Você não pode usar ataque personalizado com o MuHelper ativado!"
764 "Você não pode usar o MuHelper com o ataque personalizado ativo!"
765 "Não pode ser usado acima do nível: %d"
766 "Valor de uso: %d WC!"
767 "Valor de uso: %d WP!"
768 "Valor de uso: %d GP!"
769 "A equipe da aliança venceu o Evento!"
770 "A equipe Phantom venceu este Evento!"
771 "OffPvp Ligado"
772 "OffPvp Desligado"
773 "Bloqueio Ligado - Itens bloqueados!"
774 "Bloqueio A senha deve ter até 8 caracteres!"
775 "Bloqueio Ativado, use /unlock para desbloquear!"
776 "Bloqueio Desligado!"
777 "Bloqueio Senha inválida!"
778 "Bloqueio Ação bloqueada por senha!"
779 "Você só pode ativar este comando em uma zona segura"
780 "A loja pessoal está vazia ou os itens não têm preço"
781 "ATENÇÃO !! Todos os itens desta loja são vendidos por Jewel of Bless"
782 "ATENÇÃO !! Todos os itens desta loja são vendidos por Jewel of Soul"
783 "ATENÇÃO !! Todos os itens desta loja são vendidos por Jewel of Chaos"
784 "ATENÇÃO !! Todos os itens desta loja são vendidos por WCoinC"
785 "ATENÇÃO !! Todos os itens desta loja são vendidos por WCoinP"
786 "ATENÇÃO !! Todos os itens desta loja são vendidos por Pontos Goblin"
787 "Você precisa abrir uma Loja Pessoal primeiro"
788 "O comando será executado em %d minuto(s)"
789 "O tempo de uso da loja expirou"
790 "Ataque Desligado"
791 "Ataque Você não pode usar esta posição"
792 "Ataque Você não tem a Habilidade necessária para usar"
793 "Ataque Tempo de uso: %d minuto(s)"
794 "Ataque Tempo esgotado"
795 "Ataque Ativado"
796 "OffAttack Você deve ativar /attack primeiro"
797 "OffAttack Você não pode usar esta posição"
798 "Esta guild não existe!"
799 "PvP Tempo esgotado!"
800 "PvP Cancelado!"
801 "PvP %s x %s começou!"
802 "PvP %s %d x %d %s!"
803 "PvP %s venceu o Evento!"
804 "PvP começou!"
805 "MataMata Fechado!"
806 "O evento MataMata começou!"
807 "MataMata Tempo esgotado!"
808 "MataMata Cancelado!"
809 "MataMata Aberto (Máx participantes: %d)!"
810 "MataMata Digite /join!"
811 "MataMata Personagem %d: %s adicionado!"
812 "MataMata 1º - %s ( %d pontos)!"
813 "MataMata 2º - - %s ( %d pontos)!"
814 "MataMata 3º - %s ( %d pontos)!"
815 "MataMata Sua posição: %dº ( %d pontos)!"
816 "MataMata Pontuação: %d pontos!"
817 "O novo nome contém texto não permitido!"
818 "Necessário: %d reset(s) geral(is)."
819 "Não permitido com %d master ou mais"
820       "Comando: /pacote (alma, bênção, etc.) (10,20,30)"
821       "Comando: /desempacotar (alma, bênção, etc.) (10,20,30)"
822 "Você não tem o(s) item(ns) necessário(s)."
823 "Comando concluído com sucesso."
824 "Você não tem espaço no baú."
825 "O evento TvTEvent fechará em %d minuto(s)"
826 "Entre no Evento equipe vs equipe"
827 "O evento TvTEvent foi encerrado!"
828 "O evento TvTEvent começa em %d minuto(s)"
829 "O evento TvTEvent começou!"
