//Index   Message
79        "Bạn không có quyền sử dụng /money"
80        "Bạn nhập sai giá trị"
81        "Bạn không có quyền sử dụng /change"
82        "Bạn cần %d zen để sử dụng /change"
83        "Bạn đã làm nhiệm vụ cuối cùng"
84        "Chúc mừng bạn đã hoàn thành nhiệm vụ"
85        "Bạn không có quyền sử dụng /ware"
86        "Bạn không thể sử dụng /ware tại thời điểm này"
87        "Bạn nhập sai giá trị (max 10)"
88        "Chuyển sang rương đồ %d"
89        "Bạn không có quyền sử dụng Reset"
90        "Bạn không thể Reset tại thời điểm này"
91        "Bạn cần %d level để Reset"
92        "Bạn cần %d zen để Reset"
93        "Bạn không thể reset quá %d"
94        "You can not reset with items equipped"
95        "Resets Thành Công, Bạn Có %d Reset"
96        "Bạn không có quyền sử dụng /gmmove"
97        "Mục tiêu không hợp lệ /gmmove"
98        "Bạn không có quyền sử dụng /gmpost"
99        "Bạn không có quyền sử dụng /track"
100       "Mục tiêu không hợp lệ /track"
101       "Bạn không có quyền sử dụng /trace"
102       "Mục tiêu không hợp lệ /trace"
103       "Bạn không có quyền sử dụng /disconnect"
104       "Mục tiêu không hợp lệ /disconnect"
105       "Bạn không có quyền sử dụng /fireworks"
106       "Bạn không có quyền sử dụng /make"
107       "Tạo item thành công"
108       "Bạn không có quyền sử dụng /skin"
109       "Mục tiêu không hợp lệ /skin"
110       "Bạn không có quyền sử dụng /setmoney"
111       "Mục tiêu không hợp lệ /setmoney"
112       "Bạn nhập sai giá trị /setmoney"
113       "Bạn không có quyền sử dụng /notice"
114       "Tự động cộng điểm: On (%d)"
115       "Tự động cộng điểm: Off"
116       "Chế độ tự động reset đã kích hoạt"
117       "Chế độ tự động reset đã tắt"
118       "Bạn chưa đủ điều kiện để tiến hành Relife"
119       "Bạn không thể Relife tại thời điểm này"
120       "Bạn còn thiếu %d Levels để tiến hành Relife"
121       "Bạn còn thiếu %d Resets để tiến hành Relife"
122       "Bạn cần %d zen để sử dụng Relife"
123       "Bạn không thể Relife vượt mức %d "
124       "Bạn không thể Relife vì thiếu vật phẩm yêu cầu"
125       "Relife thành công , Bạn đã Relife %d lần."
126       "Requests as received: Connected"
127       "Requests received: Off"
128       "Requests as received: Automatic"
129       "Bạn chỉ có thể reset %d trong ngày"
130       "Bạn chỉ có thể reset %d trong tuần"
131       "Bạn chỉ có thể reset %d trong tháng"
132       "Bạn chỉ có thể Relife %d trong ngày"
133       "Bạn chỉ có thể Relife %d trong tuần"
134       "Bạn chỉ có thể Relife %d trong tháng"
135       "Bạn không có quyền sử dụng /hide"
144       "Sự kiện Quảng Trường Quỷ sẽ đóng cửa sau %d phút"
145       "Sự kiện Quảng Trường Quỷ đóng cửa"
146       "Sự kiện Quảng Trường Quỷ %d bắt đầu sau %d phút"
147       "Sự kiện Quảng Trường Quỷ Bắt đầu"
148       "Sự kiện Quảng Trường Quỷ kết thúc"
149       "Bạn không đủ mạnh để tham gia Devil Square"
160			"Quyết Đấu Nhân vật không Online"
161			"Quyết Đấu Bạn không thể thách đấu trong thời điểm này"
162			"Quyết Đấu Nhân vật tự dộng từ chối lời mời thách đấu của bạn"
163			"Quyết Đấu Đã gửi lời thách đấu đến đối phương"
164			"Quyết Đấu Nhân vật đã được yêu cầu đấu thách đấu"
165			"Quyết Đấu Bạn không thể thách đấu khi đang chiến Guild"
166			"Quyết Đấu Nhân vật không thể đấu trong Chiến Guild"
167			"Quyết Đấu Bạn không thể thách đấu tại map này"
168			"Quyết Đấu Bạn không thể đấu trong Công Thành Chiến"
169			"Quyết Đấu Không có Nhân vật nào tên như vậy"
170			"Quyết Đấu Bạn đang trong trạng thái chiến đấu"
171			"Quyết Đấu Nhân vật này đang trong trạng thái chiến đấu"
172			"Quyết Đấu Nhân vật từ chối yêu cầu của bạn"
173			"Quyết Đấu Tất cả đầu trường đã đầy"
174			"Quyết Đấu %s vs %s Bắt đầu!"
175			"Quyết Đấu %s chiến thắng %s trong đấu trường!"
176       "Bạch long điện sẽ đóng cửa sau %d phút"
177       "Bạch long điện đóng cửa"
178       "Bạch long điện %d bắt đầu sau %d giây"
179       "Bạch long điện bắt đầu"
180       "Bạch long điện kết thúc"
181       "Bạn không đủ mạnh để tham gia Bạch long điện"
182       "Bạn không có vé để tham gia Bạch long điện"
183       "%s rớt Long Châu"
184       "%s nhặt Long Châu"
185       "Boss Cultists Đã Hồi Sinh"
186       "Boss Cultists Đã Kết Thúc"
187       "Boss Drowned Đã Hồi Sinh"
188       "Boss Drowned Đã Kết Thúc"
189       "Brigid đã xuất hiện ở Atlans"
190       "Sự kiện Brigid kết thúc"
191       "Sự Kiện Rồng Đỏ Đã Bắt Đầu"
192       "Sự Kiện Rồng Đỏ Đã Kết Thúc"
193       "%s Đã Tiêu Diệt Rồng Đỏ"
194       "Sự kiện Dragonlord Plasidusax kết thúc"
195       "Boss Fallen đã Xuất Hiện"
196       "Sự kiện Fallen kết thúc"
197       "Sự kiện Rương Báu Hoàng Tộc bắt đầu!"
198       "Sự kiện Boss Agares kết thúc"
199       "Sự kiện Binh Đoàn Class kết thúc"
200       "Binh Đoàn Class đang càng quét Lorencia"
201       "Kundun đã hồi sinh ở Kalima 7"
202       "Sự kiện Kundun Kalima 7 đã kết thúc"
203       "Boss Ghoul Đã Xuất Hiện"
204       "Sự kiện Boss Boss Ghoul kết thúc!"
205       "Sự kiện Brigid bắt đầu!"
206       "Sự kiện Brigid kết thúc!"
153       "Bạn chưa đủ level để reset"
207       "%s đã hạ gục Boss Agares, nhận được nhiều items quý hiếm"
208       "Thương nhân Moss xuất hiện!"
209       "Sự Kiện [Thần Tài] Bắt Đầu!"
210       "Sự Kiện [Thần Tài] Rút Lui!"
154       "Sự Kiện [Mùa Hè] Bắt Đầu!"
155       "Sự Kiện [Mùa Hè] Rút Lui!"
156       "Sự Kiện [Boss Vàng] Bắt Đầu!"
157       "Sự Kiện [Boss Vàng] Rút Lui!"
158       "Sự Kiện [Thỏ Ngọc] Bắt Đầu!"
159       "Sự Kiện [Thỏ Ngọc] Rút Lui!"
211       "Sự kiện Eggs Event bắt đầu!"

212		"%s Đã Tiêu Diệt Wild Life"	
213		"%s Đã Mở Sòng Tại Lorencia :))"	

214		"%s đã hạ gục Akadus"
215		"%s đã diệt KunDun Gold"
216		"%s đã tiêu diệt Fallen"
217		"%s đã tiêu diệt Boss Agares"
218		"%s đã phang KunDun đến chết"
219		"%s đã đấm gục Boss Ghoul"
220		"%s đã tiêu diệt Brilliant Lugh"
221		"%s đã tiêu diệt Wukong"
222		"%s đã diệt Brigid"
223		"%s đã hạ gục Dragonlord Plasidusax"





224       "Bạn cần %d level để move"
225       "Bạn cần %d zen để move"
226       "Bạn không thể move tại thời điểm hiện tại"
227       "Assassins can not move"
228       "You do not have correct equipment to move"
229       "Chỉ có thành viên trong Gens mới có thể move"
230       "Bạn cần max %d level để move"
231       "bạn cần %d resets để move"
232       "bạn cần max %d resets để move"
240       "Senior Không Hoạt Động"
241       "Senior Không Hoạt Động Trong Công Thành Chiến"
242       "Bạn Cần Phải Ở Trong Chủ Sở Hữu Guild Của Lâu Đài Để Sử Dụng Senior"
243       "Bạn Cần Là Chủ Guild Để Sử Dụng Senior"
244       "Guardsman Không Làm Việc Cho Công Thành Chiến"
245       "Bạn đã tham gia hội"
246       "Bạn không đủ điều kiện để tạo GUILD"

247       "Shop trống"
248       "Tài Khoản: Thường"
249       "Tài Khoản: VIP 3 Ngày - Hết hạn:(%s)"
250       "Tài Khoản: VIP 6 Ngày - Hết hạn:(%s)"
251       "Tài Khoản: VIP 12 Ngày - Hết hạn:(%s)"
252		  "Tài Khoản: Clone - Hết hạn:(%s)"
256       ""
257       "Bạn cần 40 level để ném vật phẩm này"
258       "Bạn cần 80 level để ném vật phẩm này"
259       "Bạn không thể move đến map khác trong thời điểm này"
260       "Vật phẩm này không thuộc về bạn"
261       "Bạn không thể rời game khi đang giao dịch"
262       "Bạn không thể rời game khi đang mở thùng đồ"
263       "Bạn không thể rời game khi đang sự dụng Chaos Machine"
264       "Bạn không thể rời game khi đang huấn luyện PET"
265       "Bạn không thể rời game trong trạng thái chiến đấu"
266       "Bạn đã đạt cấp độ tối đa"
267       "Bạn đã đạt cấp độ Master tối đa"
268       "Bạn chỉ có thể cộng %d điểm"
269       "Bạn không thể nói chuyện trong %d giây."
270       "Bạn không thể tự nói chuyện với bạn"
271       "Xin chào, tôi là cheerful guard"
272       "Không thể dịch chuyển tức thời"
273       "Bạn sẽ được dịch chuyển trong %d giây"
274       "Bạn không thể move tới map này khi đang cưỡi pet"
275       "Bạn cần đeo cánh để di chuyển tới map này"
276       "Quà tặng CashShop"

277  	  "%s tiêu diệt Boss Rồng Vàng Con"
278  	  "%s tiêu diệt Boss Người Máy Vàng"
279  	  "%s tiêu diệt Boss Chiến Binh Vàng"
280  	  "%s tiêu diệt Boss Kim Tiểu Quỷ"
281  	  "%s tiêu diệt Boss Kim Thiết Vương"
282  	  "%s tiêu diệt Boss Kim Ngư Vương"
283  	  "%s tiêu diệt Boss Kim Ngư Tinh"
284  	  "%s tiêu diệt Boss Robo Vàng"
285  	  "%s tiêu diệt Boss Kim Xạ Vương"
286  	  "%s tiêu diệt Boss Kỵ Sĩ Hoàng Kim Giáp"
287  	  "%s tiêu diệt Boss Ác Quỷ Hoàng Kim Giáp"
288  	  "%s tiêu diệt Boss Quỷ đá Hoàng Kim Giáp"
289  	  "%s tiêu diệt Boss Hoàng Kim Giáp Binh"
290  	  "%s tiêu diệt Boss Hoàng Kim Mộc Giáp"
291  	  "%s tiêu diệt Boss Xích Quỷ Hoàng Kim"
292  	  "%s tiêu diệt Boss Chiến Binh Hoàng Kim"
293  	  "%s tiêu diệt Boss Hỏa Diệm Hoàng Kim"
294  	  "%s tiêu diệt Boss Kim Long"
295  	  "%s tiêu diệt Boss Brilliant Lugh"

296  	  "%s tiêu diệt Boss Class DK"
297  	  "%s tiêu diệt Boss Class DW"
298  	  "%s tiêu diệt Boss Class ELF"
299  	  "%s tiêu diệt Boss Class MG"
300	 	  "%s tiêu diệt Boss Class DL"
301	 	  "%s tiêu diệt Boss Class SUM"
302	 	  "%s tiêu diệt Boss Class RF"

304       "Ice Walker xuất hiện!"
305       "bạn không đủ mạnh để tham gia Double Goer"
306       "Ice Walker đã bị tiêu diệt!"
320       "Jupiter xuất hiện! Gate of Hatchery sẽ đóng cửa sau %d phút"
321       "Hatchery gate đã đóng"
322       "%s tiêu diệt Boss Enok the Spider Queen"
323       "Gate of Hatchery sẻ mở cửa lại trong %d minute(s)"
324       ""
325       "Hatchery gate đã đóng"
336       "Tháp tinh luyện sẽ đóng cửa sau 60 phút(s)"
337       "Tháp tinh luyện sẽ đóng cửa sau 20 phút(s)"
338       "Cánh cổng Kanturu đã mở"
339       "Trận chiến với Maya sắp bắt đầu, hãy sẵn sàng"
340       "Trận chiến sẽ tiếp tục sau 1 phút nữa"
341       "Nightmare xuất hiện! tiêu diệt để mở cổng Refinement Tower"
342       "Nightmare đã bị tiêu diệt! Refinement Tower đã mở cổng"
343       "Đã hết thời gian, Bạn sẽ bị dịch chuyển khỏi Event"
352       "Castle Deep sẽ bắt đầu sau 5 phút nữa"
353       "Castle Deep bắt đầu"
354       "Castle Deep kết thúc"
355       "Brilliant Lugh bị tiêu diệt bởi %s"
356       "%s bị tiêu diệt bởi %s"
368       "Balgass đã gia nhập lực lượng với hạm đội Kundun và chuẩn bị tấn công pháo đài Crywolf"
369       "Chiến binh của Balgass đã sẵn sàng tấn công pháo đài Crywolf"
370       "Một Hải quân Balgass đang diễu hành cho một pháo đài Crywolf"
371       "Hạm đội của Balgass đang tiếp cận pháo đài của Crywolf"
372       "Không có Elf nào kết nối với các bàn thờ, khiến bức tượng sói không được bảo vệ"
373       "Balgass sẽ còn sống cho đến khi kết thúc trận chiến"
374       "Phòng thủ thất bại! Bức tượng sói linh thiêng đã được Balgass chụp"
375       "Quốc phòng đã thành công! Tượng sói linh thiêng đã được bảo vệ"
376       "Thời gian kết nối Wolf Altar sẽ bắt đầu sau %d giây"
377       "Thời gian kết nối Wolf Altar sẽ bắt đầu sau %d phút"
378       "Balgass Armada sẽ tấn công trong %d giây"
379       "Balgass Armada sẽ tấn công trong %d phút"
380       "Không có sự bảo vệ của Yêu tinh, bức tượng sói linh thiêng đã không được bảo vệ"
381       "Balgass đang đến! Bảo vệ bức tượng sói linh thiêng"
382       "Armg Balgass bắt đầu tấn công Tượng Sói thiêng"
383       "Hạm đội của Balgass đã bị đánh bại với sự giúp đỡ của các anh hùng"
384       "MvP Rank: %d"
385       "MvP Experience: %d"
386       "Balgass đã bị giết bởi %s!"
387       "Balgass đã bị giết!"
388       "Dark Elf %d đã bị giết bởi %s!"
389       "MvP Point: %d"
390       "Đã kết nối với Altar %d"
391 "%s được kết nối với bàn thờ %d"
392 "Bàn thờ %d đã được kết nối"
393 "Thời gian kết nối cho người đi bộ %d chưa bắt đầu"
394 "Bàn thờ %d đã được kết nối hơn 2 lần"
395 "Vị trí để kết nối với bàn thờ %d là sai"
396 "%s đang cố gắng kết nối với bàn thờ %d"
397 "Bạn sẽ được kết nối với bàn thờ trong 5 giây"
398 "Không di chuyển cho đến khi kết nối hoàn tất"
399 "Kết nối với bàn thờ %d đã bị hủy"
400 "Rào chắn của bức tượng sói linh thiêng đã biến mất"
401 "Số lượng kết nối: %d, Tuổi thọ tượng: %d"
402 "Rào chắn của bức tượng sói linh thiêng đã được tạo ra"
403 "Kết nối yêu cầu Elfa cấp 260 trở lên"
416 "Công Thành Chiến kết thúc"
417 "Thời gian đăng ký Công Thành Chiến bắt đầu"
418 "Thời gian đăng ký Huy Hiệu Công Thành Chiến bắt đầu"
419 "Thời gian tuyển chọn Công Thành Chiến Guild bắt đầu"
420 "Lựa chọn Bang Hội Công Thành Chiến đã được hoàn thành"
421 "Thời gian chuẩn bị cho Công Thành Chiến bắt đầu"
422 "Công Thành Chiến sẽ bắt đầu sau %d phút"
423 "Công Thành Chiến bắt đầu, cùng mang thắng lợi trở về"
424 "Bang hội %s bảo vệ Lâu Đài thành công"
425 "Guild %s trở thành chủ sở hữu Lâu Đài"
426 "Chủ sở hữu Lâu Đài chưa được xác định"
427 "Chỉ Người Bảo Vệ Tượng"
432 "Thành viên %s đã được thăng chức thành Phó Hội"
433 "Thành viên %s đã được thăng chức thành Lãnh Đạo Trận Chiến"
434 "%s rời bỏ vị trí hiện tại xuống làm thành viên Guild"
435 "Kiểu bang hội %s đổi thành %d"
436 "Bang hội đã gia nhập liên minh %s"
437 "Bang hội là kẻ thù của bang hội %s"
438 "Guild %s đã gia nhập liên minh %s"
439 "Bang hội rút khỏi bang hội"
440 "Guild %s đã rút khỏi liên minh %s"
441 "Bang hội không còn liên minh %s"
442 "Bang hội không còn là kẻ thù của bang hội %s"
443 "Liên minh% s đã bị phá vỡ"
448 "Bạn không thể triệu tập Life Stone bên ngoài Công Thành Chiến"
449 "Chỉ có liên minh tấn công mới có thể triệu tập Life Stone"
450 "Một viên đá cuộc sống đã được triệu tập"
451 "Bạn không thể triệu hồi Life Stone trong Tháp Rồng"
452 "Life Stone đã được triệu tập thành công"
453 "Life Stone đã không được gọi"
464 "Bạn không thể triệu tập người lính bên ngoài Công Thành Chiến"
465 "Chỉ liên minh phòng thủ mới có thể triệu tập người lính"
466 "Chỉ người lãnh đạo bang hội và trợ lý của anh ta mới có thể triệu tập người lính"
467 "Số lượng binh sĩ tối đa vượt quá"
468 "Người lính được triệu tập thành công"
469 "Người lính không được triệu tập"
480 "Máy chủ đã đóng"
481 "Máy chủ sẽ tự động đóng sau %d giây"
482 "Đây là một mục trùng lặp, vui lòng liên hệ với quản trị viên"
483 "Khóa trò chuyện của bạn kết thúc"
484 "Bạn sẽ ra khỏi trò chơi sau %d giây"
485 "Tự vệ chống lại %s bắt đầu"
486 "Tự vệ chống lại %s kết thúc"
487 "Máy chủ sẽ tự động tắt sau 1 phút"
488 "Máy chủ sẽ tự động tắt sau 3 phút"
489 "Máy chủ sẽ tự động tắt sau 5 phút"
490 "Trận đấu sẽ tự động bắt đầu sau 10 giây"
491 "%s kiếm được %d Viên ngọc quý"
492 "%s đã giết Fenix"
493 "Bạn đã kiếm được %d điểm Sự kiện và %d Vàng"
494 "%s giết một vàng"
495 "Bạn đã kiếm được %d điểm Sự kiện và %d Vàng"
496 "%s đã giết Boss Brilliant Lugh"
497 "Bạn đã kiếm được %d điểm Sự kiện và %d Vàng"
498       ""
499 "Xóa Errtels trước khi bạn đặt"
500 "Vua MU Sự kiện bắt đầu"
501 "Vua MU Sự kiện kết thúc"
502 "Vua MU Bắt đầu sau %d phút"
503 "Vua MU Bang hội %s đã chiếm được lâu đài!"
504 "Vua MU Bắt đầu sau %d giây"
505 " "
506 "Bạn không phải là thành viên của bang hội!"
507 "Bang hội của bạn đã sở hữu lâu đài!"
508 "Bạn không ở đúng tọa độ!"
509 "Bang hội của bạn phải có ít nhất %d thành viên!"
510 "Xin Nhân vật! Bang hội của bạn hiện đang sở hữu lâu đài!"
511 "Vua MU Kết thúc sau %d phút!"
512 "Bạn Đã Full Hòm Đồ"
513 "Tất cả vật phẩm trong kho cá nhân đã được xóa."
514 "Chúc AE 1 ngày tốt lành."
515 "%s đã giết %s"
516 "%s đã giết %s"
517 " "
518 "Bạn không có quyền sử dụng /setvip"
519 "Vip được thêm thành công!"
520 "Tài khoản này không tồn tại!"
521 "%s Bạn không còn cần sự giúp đỡ của tôi"
522 "%s Gói vip của bạn không cho phép sử dụng buff này"
523 "%s Zen yêu cầu: %d"
524 "%s PCPoints bắt buộc: %d"
525 "%s Bạn phải ở trong gia đình Vanert"
526 "%s Bạn phải ở trong gia đình Duprian"
527 "%s Bạn phải ở trong gia đình Duprian"
528 "%s Bạn cần ở trong gia đình Vanert"
529 "%s Điểm gia đình cần thiết: %d"
530 "%s Thời gian: %d Phút (s)"
531 "%s Đã xóa %d Zen"
532 "%s Loại Bỏ %d PCPoint(s)"
533 "%s Buff Được áp dụng!"
538 "Bạn thiếu nguyên liệu để Tu Chân"
539	"Bạn đã tu thành chính quả. Hãy xuống núi cứu người"
548	"Vòng QuayBạn thiếu%d WCoinC %d WCoinP %d GPCoin"
565	"%s đã thanh lý items, nhận được %d WcoinC."
583 "Boss Nangari Đã Hồi Sinh"
602 "Bạn không thể kết hôn với chính mình 0,0!"
603 "Bạn vừa kết hôn với %s!"
604 "Bạn đã kết hôn!"
605 "Nhân vật kia đã kết hôn!"
606 "Cách sử dụng: /marry to 'tên; | /marry divorce | /marry track or trace!"
607 "Bạn không thể ly hôn trong tuần đầu tiên kết hôn!"
608 "Bạn vừa ly hôn!"
609 "Bạn chưa kết hôn!"
610 "Bạn đã theo dõi!"
611 "Bạn truy tìm!"
612 "%s vừa kết hôn %s!"
613 "%s vừa ly hôn %s!"
614 "Hệ thống kết hôn Nhân vật"
615 "giữa %s và %s!"
616 "Hệ thống kết hôn Không cho phép hommo"
617 "Bạn cần ít nhất %d cấp để sử dụng lệnh này!"
618 "Anh ấy /Cô ấy cần ít nhất %d cấp để sử dụng lệnh này!"
619 "Hệ thống kết hôn đã bị vô hiệu hóa!"
620 "Bạn cần ít nhất %d zen để sử dụng lệnh này!"
621 "Bạn cần đứng đúng vị trí trong Devias2!"
622 "Mục tiêu của bạn cần đứng đúng vị trí trong Devias2!"
623 "Thông tin: Cấp tối thiểu: %d | Chi phí theo dõi & theo dõi: %d zen!"
624 "Bạn không thể ly hôn trong khi anh ấy /cô ấy bị ngắt kết nối!"
625 "Nhân vật kia bị ngắt kết nối!"
626 "Skin %d áp dụng cho %d Nhân vật!"
627 "Nhân vật %s không online!"
628 " "
629	"%s Quay vòng Ngọc, nhận %s !" 
630 "Bạn cần ở mức %d để sử dụng lệnh này!"
631 "Chỉ được phép sử dụng trong thành phố!"
632 "Bạn và đối thủ của bạn phải ở cấp %d để đấu tay đôi!"
633 "Lệnh không được kích hoạt cho tài khoản của bạn!"
634 "Lệnh: /class dw, dk, elf, mg, dl, su"
635 "Bạn phải chọn một class khác với bạn!"
636 "Chú ý : bạn phải cất toàn bộ đồ vào trong kho khi đổi class"
637 "Class không có sẵn!"
638 "Yêu cầu đặt lại: %d!"
639 "%s đã online!"
640 "%s đã tham gia!"
641 "Bạn không có quyền sử dụng!"
642 "Không tìm thấy ký tự!"
643 "Lệnh: /phần thưởng LOẠI GIÁ TRỊ"
644 "Loại giải thưởng không có sẵn!"
645 "Tiền thưởng lớn hơn mức cho phép!"
646 "Giải thưởng được thêm thành công!"
647 "Bạn không thể tự thưởng cho mình!"
648 "Lệnh: /tải lại loại | Ex: /tải lại chung"
649 "Tải lại được thực hiện thành công!"
650 "Lệnh: /loại giá trị giải thưởng"
651 "Tên tối thiểu 4 ký tực hoặc tối đa 10 ký tự."
652 "Tên đó đã tồn tại."
653 "Đợi %d giây để sử dụng lại."
654 "Tên đó đã tồn tại!"
655 "Tên đã thay đổi thành công!"
656 "Tên không thay đổi!"
657 "Nhân vật %s đã đổi tên thành %s!"
658 "Bạn phải rời khỏi bang hội để thay đổi tên."
659 "Bạn không thể sử dụng lệnh ngay bây giờ."
660 "NHANH CHÓNG Bắt đầu ở %s!"
661 "NHANH CHÓNG Sự kiện kết thúc sau %d phút!"
662 "NHANH CHÓNG Sự kiện kết thúc sau %d giây!"
663 "NHANH CHÓNG Người chiến thắng %s!"
664 "NHANH CHÓNG Kết thúc Sự kiện - Không có người chiến thắng!"
665 "NHANH CHÓNG Chạy theo hợp âm x %d y %d"
666 "NHANH CHÓNG Kết thúc Sự kiện - Sự kiện đã bị hủy!"
667 "Lỗi cấm!"
668 "Tài khoản bị cấm thành công!"
669 "Nhân vật bị cấm thành công!"
670 "Sự kiện Đóng trong %d giây"
671 "Sự kiện Thời gian tham dự đã hết!"
672 "Sự kiện Đã hủy!"
673 "Sự kiện %s bắt đầu một Sự kiện!"
674 "Sự kiện Nhập /Tham gia để tham gia!"
675 "Sự kiện Người tham gia %s đã thêm!"
676 "Tìm GM Kết thúc sau %d giây"
677 "Tìm GM kết thúc mà không có người chiến thắng!"
678 "Tìm GM Đã hủy!"
679 "Tìm GM %s bắt đầu Sự kiện!"
680 "Tìm GM Tìm kiếm GM và giao dịch!"
681 "Tìm GM %s đã giành được Sự kiện!"
682 "Tìm GM Sự kiện kết thúc sau %d phút!"
683 "PEGAPEGA Nó đã đóng!"
684 "PEGAPEGA Sự kiện bắt đầu. Nó bị từ chối!"
685 "PEGAPEGA Hết giờ!"
686 "PEGAPEGA Đã hủy!"
687 "PEGAPEGA Đã mở!"
688 "PEGAPEGA Nhập /muốn tham gia!"
689 "PEGAPEGA Người tham gia %s đã thêm!"
690 "PEGAPEGA %s đã chiến thắng Sự kiện này!"
691 "PEGAPEGA %s đã bị bắt!"
692 "Nhiệm Vụ %d Bạn phải ở cấp %d hoặc +!"
693 "Nhiệm Vụ %d Bạn phải có %d Đặt lại (s) hoặc +!"
694 "Nhiệm Vụ %d Bạn phải có %d Master Reset (s) hoặc +!"
695 "Nhiệm Vụ %d Bạn phải có %d zen hoặc +!"
696 "Nhiệm Vụ %d Bạn phải truy cập %s (x %d, y %d)!"
697 "Nhiệm Vụ %d Bạn không có kế hoạch vip cần thiết!"
698 "Nhiệm Vụ %d Mục bắt buộc: %s!"
699 "Nhiệm Vụ %d Bạn phải giết %d %s (Thiếu: %d)!"
700 "Nhiệm Vụ Xin Nhân vật, bạn đã hoàn thành tất cả các nhiệm vụ!"
701 "Nhiệm Vụ %d Đã hoàn thành! Bạn đã thắng: %d WC, %d WP, %d GP!"
702 "Xin Nhân vật bạn đã nhận được một món quà!"
703 "Bạn đã nhận được tất cả quà tặng của bạn!"
704 "Sống Hoặc Chết Đã đóng!"
705 "Sự kiện Sống Hoặc Chết bắt đầu!"
706 "Sống Hoặc Chết Hết giờ!"
707 "Sống Hoặc Chết Đã hủy!"
708 "Sống Hoặc Chết Đã mở (Người tham dự tối đa: %d)!"
709 "Sống Hoặc Chết Nhập /thamgia"
710 "Sống Hoặc Chết Người tham gia %d: %s đã thêm!"
711 "Sống Hoặc Chết %s đã thắng Sự kiện!"
712 "Sống Hoặc Chết Đặt viên đạn vào trống ...!"
713 "Sống Hoặc Chết Quay trống ...!"
714 "Sống Hoặc Chết Kích hoạt ...!"
715 "Sống Hoặc Chết CHÁY!"
716 "Sống Hoặc Chết HeadShot %s đã bị xóa!"
717 "Sống Hoặc Chết %s đã thoát không hề hấn gì!"
718 "Vua của MU Giải thưởng !!!!"
719 "Vua MU Guild %s đã chiến thắng Sự kiện này!"
720 "Vua của MU Thời gian của chủ sở hữu: %d phút (s)!"
721 "Vua MU Tất cả các thành viên của bang hội trực tuyến đã giành chiến thắng:"
722 "Vua MU 10 WC !!!"
723 "Vua MU Nhân vật đạt được nhiều nhất:"
724 "Vua MU %d °: %s (Bang hội: %s)!"
725 "Vua MU giành được 10 nhà vệ sinh mỗi lần!"
726 "Vua MU Không có người chiến thắng!"
730 "Đã thêm %d WC vào tài khoản của bạn!"
